file_name,file_path,filing_date,form_type,cik,accession_number
20101001_10-K-A_edgar_data_1024075_0001144204-10-051914.txt,D:\HEC\Courses\TM3\Data\Project 2\data\data\2010\QTR4_10-K_files\20101001_10-K-A_edgar_data_1024075_0001144204-10-051914.txt,20101001,10-K-A,1024075,0001144204-10-051914
20101001_10-K-A_edgar_data_1120830_0001144204-10-051831.txt,D:\HEC\Courses\TM3\Data\Project 2\data\data\2010\QTR4_10-K_files\20101001_10-K-A_edgar_data_1120830_0001144204-10-051831.txt,20101001,10-K-A,1120830,0001144204-10-051831
20101001_10-K-A_edgar_data_1450973_0001004878-10-000182.txt,D:\HEC\Courses\TM3\Data\Project 2\data\data\2010\QTR4_10-K_files\20101001_10-K-A_edgar_data_1450973_0001004878-10-000182.txt,20101001,10-K-A,1450973,0001004878-10-000182
20101001_10-K_edgar_data_1076930_0001193125-10-221865.txt,D:\HEC\Courses\TM3\Data\Project 2\data\data\2010\QTR4_10-K_files\20101001_10-K_edgar_data_1076930_0001193125-10-221865.txt,20101001,10-K,1076930,0001193125-10-221865
20101001_10-K_edgar_data_1089319_0001121781-10-000356.txt,D:\HEC\Courses\TM3\Data\Project 2\data\data\2010\QTR4_10-K_files\20101001_10-K_edgar_data_1089319_0001121781-10-000356.txt,20101001,10-K,1089319,0001121781-10-000356
20101001_10-K_edgar_data_1111284_0001161697-10-000918.txt,D:\HEC\Courses\TM3\Data\Project 2\data\data\2010\QTR4_10-K_files\20101001_10-K_edgar_data_1111284_0001161697-10-000918.txt,20101001,10-K,1111284,0001161697-10-000918
20101001_10-K_edgar_data_1342053_0001079974-10-000522.txt,D:\HEC\Courses\TM3\Data\Project 2\data\data\2010\QTR4_10-K_files\20101001_10-K_edgar_data_1342053_0001079974-10-000522.txt,20101001,10-K,1342053,0001079974-10-000522
20101001_10-K_edgar_data_1358651_0001104659-10-050911.txt,D:\HEC\Courses\TM3\Data\Project 2\data\data\2010\QTR4_10-K_files\20101001_10-K_edgar_data_1358651_0001104659-10-050911.txt,20101001,10-K,1358651,0001104659-10-050911
20101001_10-K_edgar_data_732026_0001415889-10-000383.txt,D:\HEC\Courses\TM3\Data\Project 2\data\data\2010\QTR4_10-K_files\20101001_10-K_edgar_data_732026_0001415889-10-000383.txt,20101001,10-K,732026,0001415889-10-000383
20101001_10-K_edgar_data_73605_0000073605-10-000005.txt,D:\HEC\Courses\TM3\Data\Project 2\data\data\2010\QTR4_10-K_files\20101001_10-K_edgar_data_73605_0000073605-10-000005.txt,20101001,10-K,73605,0000073605-10-000005
20101001_10-K_edgar_data_743758_0001065949-10-000164.txt,D:\HEC\Courses\TM3\Data\Project 2\data\data\2010\QTR4_10-K_files\20101001_10-K_edgar_data_743758_0001065949-10-000164.txt,20101001,10-K,743758,0001065949-10-000164
20101004_10-K-A_edgar_data_1089531_0001144204-10-052172.txt,D:\HEC\Courses\TM3\Data\Project 2\data\data\2010\QTR4_10-K_files\20101004_10-K-A_edgar_data_1089531_0001144204-10-052172.txt,20101004,10-K-A,1089531,0001144204-10-052172
20101004_10-K-A_edgar_data_1099132_0001013762-10-002385.txt,D:\HEC\Courses\TM3\Data\Project 2\data\data\2010\QTR4_10-K_files\20101004_10-K-A_edgar_data_1099132_0001013762-10-002385.txt,20101004,10-K-A,1099132,0001013762-10-002385
20101004_10-K-A_edgar_data_1168990_0000950123-10-091108.txt,D:\HEC\Courses\TM3\Data\Project 2\data\data\2010\QTR4_10-K_files\20101004_10-K-A_edgar_data_1168990_0000950123-10-091108.txt,20101004,10-K-A,1168990,0000950123-10-091108
20101004_10-K-A_edgar_data_1300867_0001415408-10-000534.txt,D:\HEC\Courses\TM3\Data\Project 2\data\data\2010\QTR4_10-K_files\20101004_10-K-A_edgar_data_1300867_0001415408-10-000534.txt,20101004,10-K-A,1300867,0001415408-10-000534
20101004_10-K-A_edgar_data_1368055_0001140361-10-039399.txt,D:\HEC\Courses\TM3\Data\Project 2\data\data\2010\QTR4_10-K_files\20101004_10-K-A_edgar_data_1368055_0001140361-10-039399.txt,20101004,10-K-A,1368055,0001140361-10-039399
20101004_10-K-A_edgar_data_1403676_0001354488-10-003086.txt,D:\HEC\Courses\TM3\Data\Project 2\data\data\2010\QTR4_10-K_files\20101004_10-K-A_edgar_data_1403676_0001354488-10-003086.txt,20101004,10-K-A,1403676,0001354488-10-003086
20101004_10-K-A_edgar_data_1433147_0000950123-10-091110.txt,D:\HEC\Courses\TM3\Data\Project 2\data\data\2010\QTR4_10-K_files\20101004_10-K-A_edgar_data_1433147_0000950123-10-091110.txt,20101004,10-K-A,1433147,0000950123-10-091110
20101004_10-K-A_edgar_data_904350_0001144204-10-052260.txt,D:\HEC\Courses\TM3\Data\Project 2\data\data\2010\QTR4_10-K_files\20101004_10-K-A_edgar_data_904350_0001144204-10-052260.txt,20101004,10-K-A,904350,0001144204-10-052260
20101004_10-K_edgar_data_1060426_0001096906-10-001251.txt,D:\HEC\Courses\TM3\Data\Project 2\data\data\2010\QTR4_10-K_files\20101004_10-K_edgar_data_1060426_0001096906-10-001251.txt,20101004,10-K,1060426,0001096906-10-001251
20101004_10-K_edgar_data_1067873_0001067873-10-000025.txt,D:\HEC\Courses\TM3\Data\Project 2\data\data\2010\QTR4_10-K_files\20101004_10-K_edgar_data_1067873_0001067873-10-000025.txt,20101004,10-K,1067873,0001067873-10-000025
20101004_10-K_edgar_data_1084067_0001084067-10-000111.txt,D:\HEC\Courses\TM3\Data\Project 2\data\data\2010\QTR4_10-K_files\20101004_10-K_edgar_data_1084067_0001084067-10-000111.txt,20101004,10-K,1084067,0001084067-10-000111
20101004_10-K_edgar_data_1368275_0001062993-10-003226.txt,D:\HEC\Courses\TM3\Data\Project 2\data\data\2010\QTR4_10-K_files\20101004_10-K_edgar_data_1368275_0001062993-10-003226.txt,20101004,10-K,1368275,0001062993-10-003226
20101004_10-K_edgar_data_803014_0001193125-10-223088.txt,D:\HEC\Courses\TM3\Data\Project 2\data\data\2010\QTR4_10-K_files\20101004_10-K_edgar_data_803014_0001193125-10-223088.txt,20101004,10-K,803014,0001193125-10-223088
20101005_10-K-A_edgar_data_1034592_0001193125-10-223627.txt,D:\HEC\Courses\TM3\Data\Project 2\data\data\2010\QTR4_10-K_files\20101005_10-K-A_edgar_data_1034592_0001193125-10-223627.txt,20101005,10-K-A,1034592,0001193125-10-223627
20101005_10-K-A_edgar_data_1091312_0001104659-10-051238.txt,D:\HEC\Courses\TM3\Data\Project 2\data\data\2010\QTR4_10-K_files\20101005_10-K-A_edgar_data_1091312_0001104659-10-051238.txt,20101005,10-K-A,1091312,0001104659-10-051238
20101005_10-K-A_edgar_data_1357459_0001144204-10-052342.txt,D:\HEC\Courses\TM3\Data\Project 2\data\data\2010\QTR4_10-K_files\20101005_10-K-A_edgar_data_1357459_0001144204-10-052342.txt,20101005,10-K-A,1357459,0001144204-10-052342
20101005_10-K-A_edgar_data_1365555_0001144204-10-052402.txt,D:\HEC\Courses\TM3\Data\Project 2\data\data\2010\QTR4_10-K_files\20101005_10-K-A_edgar_data_1365555_0001144204-10-052402.txt,20101005,10-K-A,1365555,0001144204-10-052402
20101005_10-K-A_edgar_data_1424640_0001213900-10-004044.txt,D:\HEC\Courses\TM3\Data\Project 2\data\data\2010\QTR4_10-K_files\20101005_10-K-A_edgar_data_1424640_0001213900-10-004044.txt,20101005,10-K-A,1424640,0001213900-10-004044
20101005_10-K-A_edgar_data_868267_0000868267-10-000010.txt,D:\HEC\Courses\TM3\Data\Project 2\data\data\2010\QTR4_10-K_files\20101005_10-K-A_edgar_data_868267_0000868267-10-000010.txt,20101005,10-K-A,868267,0000868267-10-000010
20101005_10-K_edgar_data_1084067_0001084067-10-000119.txt,D:\HEC\Courses\TM3\Data\Project 2\data\data\2010\QTR4_10-K_files\20101005_10-K_edgar_data_1084067_0001084067-10-000119.txt,20101005,10-K,1084067,0001084067-10-000119
20101005_10-K_edgar_data_1320947_0000950123-10-091408.txt,D:\HEC\Courses\TM3\Data\Project 2\data\data\2010\QTR4_10-K_files\20101005_10-K_edgar_data_1320947_0000950123-10-091408.txt,20101005,10-K,1320947,0000950123-10-091408
20101005_10-K_edgar_data_1351765_0001117768-10-000316.txt,D:\HEC\Courses\TM3\Data\Project 2\data\data\2010\QTR4_10-K_files\20101005_10-K_edgar_data_1351765_0001117768-10-000316.txt,20101005,10-K,1351765,0001117768-10-000316
20101005_10-K_edgar_data_32776_0000032776-10-000010.txt,D:\HEC\Courses\TM3\Data\Project 2\data\data\2010\QTR4_10-K_files\20101005_10-K_edgar_data_32776_0000032776-10-000010.txt,20101005,10-K,32776,0000032776-10-000010
20101006_10-K-A_edgar_data_1024075_0001144204-10-052625.txt,D:\HEC\Courses\TM3\Data\Project 2\data\data\2010\QTR4_10-K_files\20101006_10-K-A_edgar_data_1024075_0001144204-10-052625.txt,20101006,10-K-A,1024075,0001144204-10-052625
20101006_10-K-A_edgar_data_1133818_0001144204-10-052592.txt,D:\HEC\Courses\TM3\Data\Project 2\data\data\2010\QTR4_10-K_files\20101006_10-K-A_edgar_data_1133818_0001144204-10-052592.txt,20101006,10-K-A,1133818,0001144204-10-052592
20101006_10-K-A_edgar_data_1137789_0001104659-10-051297.txt,D:\HEC\Courses\TM3\Data\Project 2\data\data\2010\QTR4_10-K_files\20101006_10-K-A_edgar_data_1137789_0001104659-10-051297.txt,20101006,10-K-A,1137789,0001104659-10-051297
20101006_10-K-A_edgar_data_1397645_0001127855-10-000384.txt,D:\HEC\Courses\TM3\Data\Project 2\data\data\2010\QTR4_10-K_files\20101006_10-K-A_edgar_data_1397645_0001127855-10-000384.txt,20101006,10-K-A,1397645,0001127855-10-000384
20101006_10-K-A_edgar_data_1431936_0001144204-10-052680.txt,D:\HEC\Courses\TM3\Data\Project 2\data\data\2010\QTR4_10-K_files\20101006_10-K-A_edgar_data_1431936_0001144204-10-052680.txt,20101006,10-K-A,1431936,0001144204-10-052680
20101006_10-K-A_edgar_data_1436229_0001213900-10-004073.txt,D:\HEC\Courses\TM3\Data\Project 2\data\data\2010\QTR4_10-K_files\20101006_10-K-A_edgar_data_1436229_0001213900-10-004073.txt,20101006,10-K-A,1436229,0001213900-10-004073
20101006_10-K-A_edgar_data_724941_0001437749-10-003257.txt,D:\HEC\Courses\TM3\Data\Project 2\data\data\2010\QTR4_10-K_files\20101006_10-K-A_edgar_data_724941_0001437749-10-003257.txt,20101006,10-K-A,724941,0001437749-10-003257
20101006_10-K-A_edgar_data_774937_0001225279-10-000150.txt,D:\HEC\Courses\TM3\Data\Project 2\data\data\2010\QTR4_10-K_files\20101006_10-K-A_edgar_data_774937_0001225279-10-000150.txt,20101006,10-K-A,774937,0001225279-10-000150
20101006_10-K_edgar_data_1061169_0001061169-10-000008.txt,D:\HEC\Courses\TM3\Data\Project 2\data\data\2010\QTR4_10-K_files\20101006_10-K_edgar_data_1061169_0001061169-10-000008.txt,20101006,10-K,1061169,0001061169-10-000008
20101006_10-K_edgar_data_1297341_0001144204-10-052616.txt,D:\HEC\Courses\TM3\Data\Project 2\data\data\2010\QTR4_10-K_files\20101006_10-K_edgar_data_1297341_0001144204-10-052616.txt,20101006,10-K,1297341,0001144204-10-052616
20101006_10-K_edgar_data_1373683_0001204459-10-002364.txt,D:\HEC\Courses\TM3\Data\Project 2\data\data\2010\QTR4_10-K_files\20101006_10-K_edgar_data_1373683_0001204459-10-002364.txt,20101006,10-K,1373683,0001204459-10-002364
20101006_10-K_edgar_data_1376316_0001165527-10-000718.txt,D:\HEC\Courses\TM3\Data\Project 2\data\data\2010\QTR4_10-K_files\20101006_10-K_edgar_data_1376316_0001165527-10-000718.txt,20101006,10-K,1376316,0001165527-10-000718
20101006_10-K_edgar_data_1376316_0001165527-10-000722.txt,D:\HEC\Courses\TM3\Data\Project 2\data\data\2010\QTR4_10-K_files\20101006_10-K_edgar_data_1376316_0001165527-10-000722.txt,20101006,10-K,1376316,0001165527-10-000722
20101006_10-K_edgar_data_1376316_0001165527-10-000726.txt,D:\HEC\Courses\TM3\Data\Project 2\data\data\2010\QTR4_10-K_files\20101006_10-K_edgar_data_1376316_0001165527-10-000726.txt,20101006,10-K,1376316,0001165527-10-000726
20101006_10-K_edgar_data_1415543_0001108078-10-000094.txt,D:\HEC\Courses\TM3\Data\Project 2\data\data\2010\QTR4_10-K_files\20101006_10-K_edgar_data_1415543_0001108078-10-000094.txt,20101006,10-K,1415543,0001108078-10-000094
20101006_10-K_edgar_data_27748_0001157523-10-005725.txt,D:\HEC\Courses\TM3\Data\Project 2\data\data\2010\QTR4_10-K_files\20101006_10-K_edgar_data_27748_0001157523-10-005725.txt,20101006,10-K,27748,0001157523-10-005725
20101006_10-K_edgar_data_945641_0001273511-10-000199.txt,D:\HEC\Courses\TM3\Data\Project 2\data\data\2010\QTR4_10-K_files\20101006_10-K_edgar_data_945641_0001273511-10-000199.txt,20101006,10-K,945641,0001273511-10-000199
20101007_10-K-A_edgar_data_1371534_0001371534-10-000013.txt,D:\HEC\Courses\TM3\Data\Project 2\data\data\2010\QTR4_10-K_files\20101007_10-K-A_edgar_data_1371534_0001371534-10-000013.txt,20101007,10-K-A,1371534,0001371534-10-000013
20101007_10-K-A_edgar_data_1371534_0001371534-10-000014.txt,D:\HEC\Courses\TM3\Data\Project 2\data\data\2010\QTR4_10-K_files\20101007_10-K-A_edgar_data_1371534_0001371534-10-000014.txt,20101007,10-K-A,1371534,0001371534-10-000014
20101007_10-K-A_edgar_data_1371534_0001371534-10-000015.txt,D:\HEC\Courses\TM3\Data\Project 2\data\data\2010\QTR4_10-K_files\20101007_10-K-A_edgar_data_1371534_0001371534-10-000015.txt,20101007,10-K-A,1371534,0001371534-10-000015
20101007_10-K-A_edgar_data_1441551_0001137050-10-000205.txt,D:\HEC\Courses\TM3\Data\Project 2\data\data\2010\QTR4_10-K_files\20101007_10-K-A_edgar_data_1441551_0001137050-10-000205.txt,20101007,10-K-A,1441551,0001137050-10-000205
20101007_10-K-A_edgar_data_818813_0001193125-10-225915.txt,D:\HEC\Courses\TM3\Data\Project 2\data\data\2010\QTR4_10-K_files\20101007_10-K-A_edgar_data_818813_0001193125-10-225915.txt,20101007,10-K-A,818813,0001193125-10-225915
20101007_10-K-A_edgar_data_829325_0000939802-10-000320.txt,D:\HEC\Courses\TM3\Data\Project 2\data\data\2010\QTR4_10-K_files\20101007_10-K-A_edgar_data_829325_0000939802-10-000320.txt,20101007,10-K-A,829325,0000939802-10-000320
20101007_10-KT_edgar_data_1268238_0001213900-10-004080.txt,D:\HEC\Courses\TM3\Data\Project 2\data\data\2010\QTR4_10-K_files\20101007_10-KT_edgar_data_1268238_0001213900-10-004080.txt,20101007,10-KT,1268238,0001213900-10-004080
20101007_10-K_edgar_data_1061164_0001295345-10-000077.txt,D:\HEC\Courses\TM3\Data\Project 2\data\data\2010\QTR4_10-K_files\20101007_10-K_edgar_data_1061164_0001295345-10-000077.txt,20101007,10-K,1061164,0001295345-10-000077
20101007_10-K_edgar_data_1088312_0001144204-10-052788.txt,D:\HEC\Courses\TM3\Data\Project 2\data\data\2010\QTR4_10-K_files\20101007_10-K_edgar_data_1088312_0001144204-10-052788.txt,20101007,10-K,1088312,0001144204-10-052788
20101007_10-K_edgar_data_1224952_0001140361-10-040485.txt,D:\HEC\Courses\TM3\Data\Project 2\data\data\2010\QTR4_10-K_files\20101007_10-K_edgar_data_1224952_0001140361-10-040485.txt,20101007,10-K,1224952,0001140361-10-040485
20101007_10-K_edgar_data_1285828_0001144204-10-052759.txt,D:\HEC\Courses\TM3\Data\Project 2\data\data\2010\QTR4_10-K_files\20101007_10-K_edgar_data_1285828_0001144204-10-052759.txt,20101007,10-K,1285828,0001144204-10-052759
20101007_10-K_edgar_data_1364587_0001255294-10-000851.txt,D:\HEC\Courses\TM3\Data\Project 2\data\data\2010\QTR4_10-K_files\20101007_10-K_edgar_data_1364587_0001255294-10-000851.txt,20101007,10-K,1364587,0001255294-10-000851
20101007_10-K_edgar_data_54187_0000930413-10-005011.txt,D:\HEC\Courses\TM3\Data\Project 2\data\data\2010\QTR4_10-K_files\20101007_10-K_edgar_data_54187_0000930413-10-005011.txt,20101007,10-K,54187,0000930413-10-005011
20101007_10-K_edgar_data_98618_0000098618-10-000056.txt,D:\HEC\Courses\TM3\Data\Project 2\data\data\2010\QTR4_10-K_files\20101007_10-K_edgar_data_98618_0000098618-10-000056.txt,20101007,10-K,98618,0000098618-10-000056
20101008_10-K-A_edgar_data_1004989_0000910680-10-000299.txt,D:\HEC\Courses\TM3\Data\Project 2\data\data\2010\QTR4_10-K_files\20101008_10-K-A_edgar_data_1004989_0000910680-10-000299.txt,20101008,10-K-A,1004989,0000910680-10-000299
20101008_10-K-A_edgar_data_70684_0000070684-10-000069.txt,D:\HEC\Courses\TM3\Data\Project 2\data\data\2010\QTR4_10-K_files\20101008_10-K-A_edgar_data_70684_0000070684-10-000069.txt,20101008,10-K-A,70684,0000070684-10-000069
20101008_10-K-A_edgar_data_818813_0001193125-10-226944.txt,D:\HEC\Courses\TM3\Data\Project 2\data\data\2010\QTR4_10-K_files\20101008_10-K-A_edgar_data_818813_0001193125-10-226944.txt,20101008,10-K-A,818813,0001193125-10-226944
20101008_10-K_edgar_data_1005101_0001354488-10-003132.txt,D:\HEC\Courses\TM3\Data\Project 2\data\data\2010\QTR4_10-K_files\20101008_10-K_edgar_data_1005101_0001354488-10-003132.txt,20101008,10-K,1005101,0001354488-10-003132
20101008_10-K_edgar_data_1014052_0001144204-10-053064.txt,D:\HEC\Courses\TM3\Data\Project 2\data\data\2010\QTR4_10-K_files\20101008_10-K_edgar_data_1014052_0001144204-10-053064.txt,20101008,10-K,1014052,0001144204-10-053064
20101008_10-K_edgar_data_1401475_0001255294-10-000853.txt,D:\HEC\Courses\TM3\Data\Project 2\data\data\2010\QTR4_10-K_files\20101008_10-K_edgar_data_1401475_0001255294-10-000853.txt,20101008,10-K,1401475,0001255294-10-000853
20101008_10-K_edgar_data_890543_0001052918-10-000342.txt,D:\HEC\Courses\TM3\Data\Project 2\data\data\2010\QTR4_10-K_files\20101008_10-K_edgar_data_890543_0001052918-10-000342.txt,20101008,10-K,890543,0001052918-10-000342
20101012_10-K-A_edgar_data_1039684_0001039684-10-000025.txt,D:\HEC\Courses\TM3\Data\Project 2\data\data\2010\QTR4_10-K_files\20101012_10-K-A_edgar_data_1039684_0001039684-10-000025.txt,20101012,10-K-A,1039684,0001039684-10-000025
20101012_10-K-A_edgar_data_1092791_0001002334-10-000101.txt,D:\HEC\Courses\TM3\Data\Project 2\data\data\2010\QTR4_10-K_files\20101012_10-K-A_edgar_data_1092791_0001002334-10-000101.txt,20101012,10-K-A,1092791,0001002334-10-000101
20101012_10-K-A_edgar_data_1092791_0001002334-10-000102.txt,D:\HEC\Courses\TM3\Data\Project 2\data\data\2010\QTR4_10-K_files\20101012_10-K-A_edgar_data_1092791_0001002334-10-000102.txt,20101012,10-K-A,1092791,0001002334-10-000102
20101012_10-K-A_edgar_data_1092793_0001002334-10-000094.txt,D:\HEC\Courses\TM3\Data\Project 2\data\data\2010\QTR4_10-K_files\20101012_10-K-A_edgar_data_1092793_0001002334-10-000094.txt,20101012,10-K-A,1092793,0001002334-10-000094
20101012_10-K-A_edgar_data_1092793_0001002334-10-000095.txt,D:\HEC\Courses\TM3\Data\Project 2\data\data\2010\QTR4_10-K_files\20101012_10-K-A_edgar_data_1092793_0001002334-10-000095.txt,20101012,10-K-A,1092793,0001002334-10-000095
20101012_10-K-A_edgar_data_1092807_0001010412-10-000291.txt,D:\HEC\Courses\TM3\Data\Project 2\data\data\2010\QTR4_10-K_files\20101012_10-K-A_edgar_data_1092807_0001010412-10-000291.txt,20101012,10-K-A,1092807,0001010412-10-000291
20101012_10-K-A_edgar_data_1109153_0001062993-10-003285.txt,D:\HEC\Courses\TM3\Data\Project 2\data\data\2010\QTR4_10-K_files\20101012_10-K-A_edgar_data_1109153_0001062993-10-003285.txt,20101012,10-K-A,1109153,0001062993-10-003285
20101012_10-K-A_edgar_data_1296884_0001144204-10-053268.txt,D:\HEC\Courses\TM3\Data\Project 2\data\data\2010\QTR4_10-K_files\20101012_10-K-A_edgar_data_1296884_0001144204-10-053268.txt,20101012,10-K-A,1296884,0001144204-10-053268
20101012_10-K-A_edgar_data_1413181_0001023175-10-000289.txt,D:\HEC\Courses\TM3\Data\Project 2\data\data\2010\QTR4_10-K_files\20101012_10-K-A_edgar_data_1413181_0001023175-10-000289.txt,20101012,10-K-A,1413181,0001023175-10-000289
20101012_10-K-A_edgar_data_1422357_0001013762-10-002429.txt,D:\HEC\Courses\TM3\Data\Project 2\data\data\2010\QTR4_10-K_files\20101012_10-K-A_edgar_data_1422357_0001013762-10-002429.txt,20101012,10-K-A,1422357,0001013762-10-002429
20101012_10-K-A_edgar_data_1429764_0001213900-10-004121.txt,D:\HEC\Courses\TM3\Data\Project 2\data\data\2010\QTR4_10-K_files\20101012_10-K-A_edgar_data_1429764_0001213900-10-004121.txt,20101012,10-K-A,1429764,0001213900-10-004121
20101012_10-K-A_edgar_data_319156_0001104659-10-052060.txt,D:\HEC\Courses\TM3\Data\Project 2\data\data\2010\QTR4_10-K_files\20101012_10-K-A_edgar_data_319156_0001104659-10-052060.txt,20101012,10-K-A,319156,0001104659-10-052060
20101012_10-K-A_edgar_data_56701_0001104659-10-052091.txt,D:\HEC\Courses\TM3\Data\Project 2\data\data\2010\QTR4_10-K_files\20101012_10-K-A_edgar_data_56701_0001104659-10-052091.txt,20101012,10-K-A,56701,0001104659-10-052091
20101012_10-K-A_edgar_data_812482_0001193125-10-228065.txt,D:\HEC\Courses\TM3\Data\Project 2\data\data\2010\QTR4_10-K_files\20101012_10-K-A_edgar_data_812482_0001193125-10-228065.txt,20101012,10-K-A,812482,0001193125-10-228065
20101012_10-K-A_edgar_data_812482_0001193125-10-228082.txt,D:\HEC\Courses\TM3\Data\Project 2\data\data\2010\QTR4_10-K_files\20101012_10-K-A_edgar_data_812482_0001193125-10-228082.txt,20101012,10-K-A,812482,0001193125-10-228082
20101012_10-K-A_edgar_data_874444_0000950123-10-092797.txt,D:\HEC\Courses\TM3\Data\Project 2\data\data\2010\QTR4_10-K_files\20101012_10-K-A_edgar_data_874444_0000950123-10-092797.txt,20101012,10-K-A,874444,0000950123-10-092797
20101012_10-K-A_edgar_data_888702_0001145443-10-002155.txt,D:\HEC\Courses\TM3\Data\Project 2\data\data\2010\QTR4_10-K_files\20101012_10-K-A_edgar_data_888702_0001145443-10-002155.txt,20101012,10-K-A,888702,0001145443-10-002155
20101012_10-K_edgar_data_1002822_0001002014-10-000686.txt,D:\HEC\Courses\TM3\Data\Project 2\data\data\2010\QTR4_10-K_files\20101012_10-K_edgar_data_1002822_0001002014-10-000686.txt,20101012,10-K,1002822,0001002014-10-000686
20101012_10-K_edgar_data_1021917_0001072588-10-000282.txt,D:\HEC\Courses\TM3\Data\Project 2\data\data\2010\QTR4_10-K_files\20101012_10-K_edgar_data_1021917_0001072588-10-000282.txt,20101012,10-K,1021917,0001072588-10-000282
20101012_10-K_edgar_data_103595_0001096906-10-001278.txt,D:\HEC\Courses\TM3\Data\Project 2\data\data\2010\QTR4_10-K_files\20101012_10-K_edgar_data_103595_0001096906-10-001278.txt,20101012,10-K,103595,0001096906-10-001278
20101012_10-K_edgar_data_1040721_0001079973-10-001079.txt,D:\HEC\Courses\TM3\Data\Project 2\data\data\2010\QTR4_10-K_files\20101012_10-K_edgar_data_1040721_0001079973-10-001079.txt,20101012,10-K,1040721,0001079973-10-001079
20101012_10-K_edgar_data_1081369_0001199835-10-000661.txt,D:\HEC\Courses\TM3\Data\Project 2\data\data\2010\QTR4_10-K_files\20101012_10-K_edgar_data_1081369_0001199835-10-000661.txt,20101012,10-K,1081369,0001199835-10-000661
20101012_10-K_edgar_data_109156_0001047469-10-008538.txt,D:\HEC\Courses\TM3\Data\Project 2\data\data\2010\QTR4_10-K_files\20101012_10-K_edgar_data_109156_0001047469-10-008538.txt,20101012,10-K,109156,0001047469-10-008538
20101012_10-K_edgar_data_1128383_0001128383-10-000010.txt,D:\HEC\Courses\TM3\Data\Project 2\data\data\2010\QTR4_10-K_files\20101012_10-K_edgar_data_1128383_0001128383-10-000010.txt,20101012,10-K,1128383,0001128383-10-000010
20101012_10-K_edgar_data_1243741_0001176256-10-000828.txt,D:\HEC\Courses\TM3\Data\Project 2\data\data\2010\QTR4_10-K_files\20101012_10-K_edgar_data_1243741_0001176256-10-000828.txt,20101012,10-K,1243741,0001176256-10-000828
20101012_10-K_edgar_data_1270426_0001140361-10-040682.txt,D:\HEC\Courses\TM3\Data\Project 2\data\data\2010\QTR4_10-K_files\20101012_10-K_edgar_data_1270426_0001140361-10-040682.txt,20101012,10-K,1270426,0001140361-10-040682
20101012_10-K_edgar_data_1270426_0001140361-10-040688.txt,D:\HEC\Courses\TM3\Data\Project 2\data\data\2010\QTR4_10-K_files\20101012_10-K_edgar_data_1270426_0001140361-10-040688.txt,20101012,10-K,1270426,0001140361-10-040688
20101012_10-K_edgar_data_1270430_0001140361-10-040680.txt,D:\HEC\Courses\TM3\Data\Project 2\data\data\2010\QTR4_10-K_files\20101012_10-K_edgar_data_1270430_0001140361-10-040680.txt,20101012,10-K,1270430,0001140361-10-040680
20101012_10-K_edgar_data_1270430_0001140361-10-040686.txt,D:\HEC\Courses\TM3\Data\Project 2\data\data\2010\QTR4_10-K_files\20101012_10-K_edgar_data_1270430_0001140361-10-040686.txt,20101012,10-K,1270430,0001140361-10-040686
20101012_10-K_edgar_data_1324152_0001324152-10-000010.txt,D:\HEC\Courses\TM3\Data\Project 2\data\data\2010\QTR4_10-K_files\20101012_10-K_edgar_data_1324152_0001324152-10-000010.txt,20101012,10-K,1324152,0001324152-10-000010
20101012_10-K_edgar_data_1355250_0001355250-10-000023.txt,D:\HEC\Courses\TM3\Data\Project 2\data\data\2010\QTR4_10-K_files\20101012_10-K_edgar_data_1355250_0001355250-10-000023.txt,20101012,10-K,1355250,0001355250-10-000023
20101012_10-K_edgar_data_1367898_0001367898-10-000011.txt,D:\HEC\Courses\TM3\Data\Project 2\data\data\2010\QTR4_10-K_files\20101012_10-K_edgar_data_1367898_0001367898-10-000011.txt,20101012,10-K,1367898,0001367898-10-000011
20101012_10-K_edgar_data_1398427_0000810270-10-000046.txt,D:\HEC\Courses\TM3\Data\Project 2\data\data\2010\QTR4_10-K_files\20101012_10-K_edgar_data_1398427_0000810270-10-000046.txt,20101012,10-K,1398427,0000810270-10-000046
20101012_10-K_edgar_data_1411308_0001264931-10-000369.txt,D:\HEC\Courses\TM3\Data\Project 2\data\data\2010\QTR4_10-K_files\20101012_10-K_edgar_data_1411308_0001264931-10-000369.txt,20101012,10-K,1411308,0001264931-10-000369
20101012_10-K_edgar_data_1420061_0001144204-10-053360.txt,D:\HEC\Courses\TM3\Data\Project 2\data\data\2010\QTR4_10-K_files\20101012_10-K_edgar_data_1420061_0001144204-10-053360.txt,20101012,10-K,1420061,0001144204-10-053360
20101012_10-K_edgar_data_1435947_0001144204-10-053252.txt,D:\HEC\Courses\TM3\Data\Project 2\data\data\2010\QTR4_10-K_files\20101012_10-K_edgar_data_1435947_0001144204-10-053252.txt,20101012,10-K,1435947,0001144204-10-053252
20101012_10-K_edgar_data_1441066_0001144204-10-053254.txt,D:\HEC\Courses\TM3\Data\Project 2\data\data\2010\QTR4_10-K_files\20101012_10-K_edgar_data_1441066_0001144204-10-053254.txt,20101012,10-K,1441066,0001144204-10-053254
